County,Premium_Rate_per_acre
Fresno,179.21
Fresno,121.7
Stanislaus,169.25
Madera,193.84
Colusa,150.32
Fresno,130.21
Kern,113.74
Tulare,113.72
Butte,108.33
Stanislaus,190.23
Butte,113.46
Butte,56.69
San Joaquin,107.1
Fresno,126.36
Stanislaus,177.19
Kern,142.09
Fresno,130.31
Kern,157.95
Merced,195.34
Madera,113.06
Kern,136.69
Other,156.79
Fresno,134.66
Fresno,129.09
Butte,156.21
Fresno,115.02
Kern,176.4
Colusa,54.67
Merced,170.28
Fresno,164.13
Other,174.24
Kern,172.58
Tulare,172.26
Other,246.39
Tulare,204.12
Kern,80.78
Stanislaus,205.63
Stanislaus,129.84
Kern,193.5
Kern,204.3
Kern,205.2
Fresno,193.69
Colusa,150.84
Madera,152.26
Kern,194.96
Fresno,157.04
Kern,202.05
Merced,151.22
Madera,199.19
Merced,173.86
Butte,155.1
Kern,174.82
Tulare,146.56
Other,165.7
San Joaquin,133.83
Tulare,229.61
Fresno,102.97
Kern,208.24
San Joaquin,116.82
San Joaquin,110.79
Fresno,149.34
Merced,146.38
Merced,144.54
Glenn,47.04
Fresno,144.08
Colusa,181.55
Madera,135.04
Madera,160.28
Merced,167.47
Other,193.42
Colusa,148.82
Butte,47.45
Madera,203.05
Madera,130.48
Butte,141.16
Fresno,165.34
Other,161.0
San Joaquin,145.98
Stanislaus,177.09
Stanislaus,131.83
Colusa,71.52
Tulare,163.51
Glenn,67.18
Stanislaus,150.82
Tulare,68.8
Glenn,82.67
Other,193.67
Stanislaus,184.75
Other,250.35
Fresno,153.09
Glenn,121.63
Other,82.29
Madera,209.09
Glenn,105.23
Fresno,160.08
Fresno,159.87
Merced,186.15
Fresno,213.94
Other,188.97
Stanislaus,125.87
Other,212.48
Glenn,151.1
Other,210.5
Fresno,66.32
Madera,98.7
Glenn,119.21
Other,245.4
Butte,135.43
Kern,147.26
Madera,188.2
Madera,171.57
San Joaquin,43.74
Stanislaus,58.5
Madera,139.19
San Joaquin,53.64
Kern,179.44
Other,179.93
Kern,187.2
Other,134.76
Madera,177.8
Other,229.93
Madera,48.21
Madera,146.72
Kern,198.68
Kern,187.99
Merced,174.63
Butte,134.15
Kern,226.46
Kern,178.99
San Joaquin,156.69
Glenn,153.85
Fresno,160.18
Kern,103.5
Merced,64.73
Kern,65.48
Fresno,178.91
Kern,175.61
Other,184.76
Glenn,125.04
Kern,169.99
Stanislaus,148.93
Stanislaus,120.96
Kern,197.78
Kern,143.21
Stanislaus,150.73
Tulare,205.85
Merced,85.82
Tulare,54.86
Butte,94.48
Madera,210.47
Kern,169.2
Merced,46.05
Madera,184.54
Fresno,112.89
Fresno,143.78
Stanislaus,177.66
Tulare,186.08
Merced,77.88
Merced,128.97
Merced,140.77
San Joaquin,153.99
San Joaquin,132.66
Kern,158.96
San Joaquin,135.27
Madera,133.85
Other,106.92
Madera,131.08
Kern,191.14
San Joaquin,121.68
Madera,169.98
Fresno,122.51
Colusa,158.21
Madera,173.25
Kern,156.83
Kern,63.79
Kern,177.08
Stanislaus,128.43
Colusa,130.31
Fresno,76.34
San Joaquin,160.74
Kern,201.15
Merced,125.29
Other,154.07
Colusa,121.97
Other,209.63
Other,227.82
Butte,129.1
Butte,140.05
Colusa,94.51
Other,249.23
Merced,135.74
Stanislaus,121.81
San Joaquin,100.62
Butte,154.58
Butte,165.7
Fresno,161.49
San Joaquin,74.25
Butte,102.6
Merced,175.31
Stanislaus,171.52
Stanislaus,147.61
Kern,171.56
Madera,56.53
Stanislaus,128.24
Stanislaus,162.26
Stanislaus,54.62
Kern,216.23
Tulare,222.26
Madera,177.61
Stanislaus,132.96
Kern,147.04
Other,208.02
Madera,121.18
San Joaquin,125.01
San Joaquin,57.42
Fresno,133.24
Stanislaus,161.5
Glenn,159.76
Fresno,158.96
Madera,140.68
Stanislaus,151.86
Fresno,167.37
Fresno,181.24
Other,181.29
San Joaquin,161.28
Kern,185.85
Kern,182.25
Fresno,187.62
Glenn,137.95
Fresno,141.85
Other,236.24
Madera,172.06
San Joaquin,66.24
Kern,192.82
Madera,116.13
Butte,100.46
Fresno,38.88
Merced,162.15
San Joaquin,122.4
San Joaquin,154.71
Colusa,161.11
Stanislaus,164.71
Kern,156.94
Tulare,179.5
Stanislaus,155.64
Fresno,133.24
Madera,61.18
San Joaquin,149.22
Merced,143.87
Other,148.0
Glenn,154.68
Fresno,144.58
Fresno,187.92
Merced,70.43
Fresno,145.7
Kern,172.35
Butte,116.71
Merced,129.74
Other,193.67
Madera,129.29
Stanislaus,145.62
Stanislaus,150.54
Merced,170.67
Other,176.96
Madera,163.65
Glenn,47.37
Fresno,159.47
San Joaquin,146.34
Kern,112.95
Stanislaus,118.31
Stanislaus,165.94
Stanislaus,143.83
San Joaquin,191.25
Other,215.45
Fresno,94.97
Fresno,90.82
Stanislaus,108.58
Fresno,182.15
Fresno,182.86
Butte,97.73
Fresno,191.26
Kern,177.86
Fresno,172.43
Other,188.97
Kern,235.8
Stanislaus,116.8
Fresno,51.13
Kern,120.94
Stanislaus,150.63
Other,138.72
Kern,197.55
Merced,153.74
Kern,201.82
Merced,198.14
Colusa,149.09
Colusa,129.61
San Joaquin,138.69
San Joaquin,165.42
Kern,171.45
Merced,112.81
Stanislaus,130.41
Fresno,160.38
Madera,121.57
Colusa,136.8
Glenn,154.84
Merced,194.85
Stanislaus,197.69
Madera,146.92
Fresno,178.3
Fresno,150.96
Stanislaus,156.87
Kern,190.01
Merced,172.41
Fresno,155.01
Stanislaus,188.62
Stanislaus,190.13
Madera,121.37
Other,202.58
Fresno,186.2
Fresno,56.7
Kern,195.64
Madera,199.88
Stanislaus,169.34
Merced,146.38
Kern,195.98
Colusa,154.62
Tulare,199.04
San Joaquin,108.27
Butte,46.34
Madera,76.43
Madera,99.79
Fresno,215.46
Glenn,146.94
Stanislaus,163.67
Fresno,108.94
Kern,186.08
Kern,197.55
Madera,138.8
San Joaquin,158.13
Stanislaus,155.55
Colusa,133.29
Fresno,119.68
Stanislaus,127.01
Other,178.45
Madera,166.62
Fresno,154.41
Tulare,188.03
Other,208.77
Other,147.88
Fresno,155.82
Other,214.95
Stanislaus,99.7
Stanislaus,159.89
San Joaquin,156.51
Madera,122.96
San Joaquin,153.9
Glenn,95.07
Other,65.83
Kern,196.76
Stanislaus,168.87
Other,71.78
Fresno,154.0
Madera,166.02
San Joaquin,134.82
Kern,228.04
Fresno,148.23
Stanislaus,172.18
Tulare,117.83
Other,161.99
Fresno,58.12
Stanislaus,172.27
Kern,152.66
Stanislaus,145.53
Merced,202.5
Other,161.62
San Joaquin,144.54
Colusa,175.15
Fresno,183.67
Tulare,214.6
Stanislaus,39.12
Other,178.45
Fresno,154.41
Fresno,178.71
Merced,156.73
Fresno,97.0
Butte,156.29
Other,166.2
Stanislaus,108.3
Kern,186.41
Kern,171.56
Other,198.0
Fresno,217.59
Glenn,117.13
Butte,142.19
Madera,178.6
Stanislaus,117.56
San Joaquin,107.1
Merced,179.08
Other,195.28
Colusa,154.88
Fresno,121.6
Kern,163.91
Tulare,194.51
Merced,197.95
Kern,135.22
Kern,222.41
Glenn,103.56
San Joaquin,68.31
Merced,112.52
Tulare,61.67
Butte,144.07
Fresno,144.18
Kern,178.2
Stanislaus,192.21
Colusa,154.97
Stanislaus,110.09
Tulare,155.74
Other,216.56
Madera,181.37
Madera,182.56
Fresno,229.94
Kern,125.32
Other,209.76
Madera,164.24
Merced,227.36
Stanislaus,193.25
Kern,118.8
Stanislaus,137.12
Glenn,149.68
Madera,165.92
Madera,140.28
Merced,168.34
Tulare,155.3
Other,200.85
Merced,128.19
Glenn,154.1
Kern,189.68
Fresno,145.9
Fresno,61.76
Kern,120.94
Glenn,110.31
Kern,184.28
Other,138.97
Merced,144.16
Other,188.84
San Joaquin,168.3
Kern,188.1
Madera,110.88
Stanislaus,162.54
Colusa,158.65
Madera,63.36
Butte,129.45
Merced,66.56
Kern,167.06
Butte,139.79
Stanislaus,155.55
Tulare,197.86
San Joaquin,108.09
Merced,125.39
Madera,145.13
Stanislaus,134.57
Butte,124.49
Merced,159.83
Other,167.68
Madera,121.57
San Joaquin,142.29
Stanislaus,111.32
Fresno,193.29
Other,225.97
Tulare,53.03
Other,208.4
Butte,160.65
Butte,172.11
Tulare,189.54
Stanislaus,178.51
San Joaquin,168.3
Madera,149.59
Merced,179.18
Butte,155.18
Stanislaus,169.53
Other,181.05
Kern,213.64
Butte,169.8
Madera,125.83
Madera,125.14
Fresno,167.97
Kern,198.9
Fresno,177.8
Butte,114.66
Merced,111.46
Fresno,128.18
Fresno,124.13
Merced,120.55
Butte,144.07
Tulare,224.64
Fresno,157.54
Other,165.45
Fresno,186.1
Fresno,161.9
Other,66.08
Stanislaus,197.32
Stanislaus,120.68
Kern,151.09
Other,170.65
Fresno,212.62
Fresno,65.41
Kern,192.38
Stanislaus,157.44
Kern,207.79
Butte,164.5
Butte,118.76
Kern,132.75
Merced,202.5
Fresno,120.69
Madera,123.55
Butte,146.38
Merced,108.55
Tulare,164.38
San Joaquin,120.33
San Joaquin,111.51
Fresno,158.05
Madera,156.32
San Joaquin,118.17
Colusa,67.74
Stanislaus,150.54
Stanislaus,137.31
Stanislaus,147.7
Other,218.17
Stanislaus,132.58
Fresno,161.49
Butte,143.73
Tulare,183.17
Other,176.34
Madera,67.72
Kern,199.24
Merced,155.57
Kern,215.66
Fresno,150.05
Madera,157.9
Stanislaus,163.49
Fresno,151.06
Stanislaus,138.92
Kern,213.3
Tulare,162.86
Glenn,144.94
Merced,156.35
Madera,152.46
Fresno,151.37
Other,166.57
Other,87.74
Stanislaus,168.87
Butte,124.15
Madera,146.42
Stanislaus,129.65
Stanislaus,183.52
Stanislaus,96.96
Fresno,173.34
Stanislaus,38.93
Colusa,149.18
Stanislaus,184.56
Kern,170.89
Madera,155.43
Other,65.83
Stanislaus,116.24
Stanislaus,137.69
Butte,101.23
Stanislaus,132.68
Other,203.44
Kern,177.86
Merced,171.83
San Joaquin,137.97
Madera,159.49
Kern,191.48
Kern,172.8
Colusa,143.21
Other,171.39
Fresno,184.58
Madera,101.57
Fresno,136.18
Tulare,139.1
Kern,202.73
Tulare,185.87
Madera,205.72
Other,255.67
Kern,207.79
Colusa,138.56
Other,207.9
Other,252.94
Fresno,192.78
Merced,146.09
Butte,74.13
Merced,121.71
Other,214.46
Other,271.76
Glenn,127.21
Merced,131.0
Merced,120.55
Kern,172.35
San Joaquin,159.3
Madera,188.4
Kern,187.42
Other,158.52
Stanislaus,144.11
Kern,186.64
Kern,145.35
Kern,177.75
Kern,159.64
Stanislaus,137.31
Butte,135.43
Fresno,82.52
Madera,148.2
Kern,110.14
Other,225.47
Tulare,220.1
Kern,83.7
Fresno,182.15
Fresno,156.03
Madera,128.4
Stanislaus,180.02
Madera,149.49
Fresno,191.87
Merced,161.38
Kern,193.95
Stanislaus,128.05
Kern,212.96
Tulare,189.86
Stanislaus,48.38
Tulare,173.23
Merced,160.7
Kern,191.14
Merced,159.64
Madera,171.17
Madera,146.02
Madera,188.6
Other,195.52
Kern,194.62
Fresno,138.71
Butte,151.93
Merced,106.33
Merced,141.55
Madera,142.86
Fresno,85.35
Butte,159.97
Stanislaus,53.01
Kern,153.34
Stanislaus,156.96
Tulare,175.28
Other,196.89
Merced,162.64
Tulare,159.73
Other,157.16
Fresno,157.95
Fresno,85.66
Merced,136.61
Fresno,174.45
San Joaquin,140.94
Merced,176.28
Merced,74.01
Fresno,167.77
Fresno,202.7
Merced,159.64
Merced,170.18
Madera,111.87
Other,63.73
Other,241.31
Merced,146.0
Stanislaus,152.81
Kern,127.12
Tulare,189.54
Fresno,144.48
Merced,58.53
Kern,161.1
Butte,102.34
Colusa,146.02
Stanislaus,188.06
Stanislaus,114.63
Kern,174.15
Stanislaus,137.4
Kern,213.08
San Joaquin,133.29
Tulare,172.04
Tulare,197.1
Butte,181.69
Madera,154.94
Glenn,79.09
Merced,153.25
Madera,121.97
Other,214.83
Fresno,206.45
Other,77.34
Tulare,202.5
Stanislaus,141.28
Merced,45.18
Fresno,113.3
Glenn,119.55
San Joaquin,134.28
Stanislaus,147.61
Other,162.85
Tulare,219.24
Merced,175.12
Butte,154.76
Kern,141.52
Kern,174.94
Kern,195.19
Merced,177.15
Colusa,69.85
Fresno,121.2
Madera,115.24
Merced,154.99
Glenn,132.87
Other,188.47
Butte,150.22
Kern,197.89
Fresno,158.35
San Joaquin,82.89
San Joaquin,144.0
San Joaquin,168.84
Kern,178.54
Other,238.22
Kern,211.73
Madera,168.89
Merced,141.45
Other,208.89
Other,168.55
Other,157.53
Stanislaus,212.34
Merced,107.78
San Joaquin,132.03
Merced,140.96
Kern,136.35
Kern,175.05
Fresno,124.94
Kern,194.18
Fresno,54.17
Merced,160.51
Kern,188.21
Fresno,76.14
Other,213.1
Merced,136.71
Madera,122.96
Kern,206.1
Glenn,43.04
Fresno,138.61
Tulare,140.18
Madera,151.17
Stanislaus,148.55
Stanislaus,158.76
Tulare,176.04
Madera,186.91
Kern,213.75
Madera,168.4
Madera,148.1
Stanislaus,134.1
Madera,148.6
Fresno,158.25
Merced,81.27
Other,183.27
San Joaquin,104.76
Colusa,48.79
Stanislaus,70.59
Merced,152.48
Fresno,168.99
Kern,181.8
Fresno,192.58
Other,234.14
Madera,166.72
Kern,103.28
San Joaquin,121.23
Kern,193.28
Madera,120.88
Tulare,117.61
Merced,176.76
Kern,230.29
Butte,162.02
Merced,185.18
Kern,185.85
Other,177.21
Merced,99.56
Madera,171.47
Kern,228.15
Madera,118.9
Fresno,46.58
Fresno,210.4
Other,205.18
Stanislaus,175.96
Tulare,154.12
Madera,163.45
Merced,157.22
Tulare,155.41
Merced,130.81
Other,257.65
Tulare,204.23
Merced,54.95
Madera,182.56
Glenn,136.45
Glenn,126.29
Butte,150.99
Madera,120.38
Merced,143.19
Fresno,185.39
Kern,163.01
Fresno,200.17
Madera,146.22
Fresno,188.53
Fresno,60.04
Butte,117.22
Stanislaus,150.07
Fresno,70.27
San Joaquin,167.76
Merced,139.61
Stanislaus,45.64
Stanislaus,168.78
Butte,126.8
Merced,107.88
Other,196.52
Fresno,171.92
Stanislaus,140.99
Colusa,83.89
Stanislaus,156.02
Colusa,141.01
Butte,135.18
Tulare,187.6
Stanislaus,151.86
Madera,136.03
Kern,162.45
Stanislaus,150.73
Kern,138.04
Fresno,180.33
Butte,183.48
Kern,169.65
Fresno,134.97
Fresno,176.78
Other,210.25
Merced,125.0
Colusa,138.29
Other,203.94
Other,193.05
Kern,221.85
Madera,200.87
Butte,158.94
Butte,118.42
Other,95.04
Fresno,109.05
Tulare,173.56
Fresno,135.78
San Joaquin,199.71
Butte,127.57
Kern,189.45
Other,187.36
San Joaquin,141.57
Colusa,141.28
Fresno,127.98
Stanislaus,46.21
Stanislaus,97.52
Madera,154.44
San Joaquin,133.83
Fresno,211.11
San Joaquin,154.62
Stanislaus,157.06
Stanislaus,171.52
Fresno,131.12
Butte,104.05
Madera,170.58
Other,201.71
Kern,166.39
Kern,189.0
Madera,192.36
Fresno,144.38
Butte,156.72
Merced,140.48
Fresno,146.51
Kern,206.44
Kern,208.01
Tulare,180.68
Butte,137.48
San Joaquin,102.6
Fresno,153.9
Stanislaus,138.44
San Joaquin,128.79
Kern,187.31
Kern,216.79
Kern,192.49
Stanislaus,104.61
Madera,145.43
Tulare,67.5
Fresno,166.86
Kern,129.15
Kern,217.8
Other,53.83
Madera,162.46
Merced,211.79
Kern,138.38
San Joaquin,128.43
Kern,154.01
Stanislaus,155.55
Merced,157.41
Merced,184.6
Stanislaus,137.5
Kern,130.39
Fresno,183.97
Butte,135.09
Madera,162.16
Colusa,145.66
Fresno,141.55
Stanislaus,142.22
Stanislaus,142.79
Other,215.57
Madera,187.9
Kern,50.29
Kern,209.81
Fresno,198.25
Glenn,169.75
Butte,124.32
Butte,116.28
Merced,128.77
Madera,142.06
San Joaquin,47.61
Kern,166.61
Stanislaus,130.98
Other,102.96
Stanislaus,46.21
Other,231.54
Kern,197.66
Other,197.88
Fresno,179.31
Butte,190.49
Butte,68.57
Butte,114.31
Kern,151.2
Colusa,191.73
Fresno,143.57
Kern,51.98
Stanislaus,148.08
Butte,153.99
Colusa,117.76
Merced,142.42
Madera,167.9
Kern,205.99
Fresno,65.81
Merced,191.86
Other,235.74
Stanislaus,151.67
Madera,138.01
Merced,108.46
Fresno,235.2
Other,263.71
San Joaquin,161.46
Fresno,187.92
Fresno,168.48
Kern,171.34
Tulare,184.9
Other,187.23
Kern,181.69
Stanislaus,141.18
Madera,199.19
Fresno,158.46
Stanislaus,113.97
Stanislaus,142.22
Kern,109.69
San Joaquin,177.39
Madera,127.12
Kern,189.0
San Joaquin,146.34
Kern,155.93
Merced,143.96
Kern,171.56
Madera,151.47
Other,184.76
Kern,110.81
Merced,105.94
Other,229.8
Fresno,116.84
Kern,120.04
Fresno,141.55
Kern,171.56
Merced,88.04
Stanislaus,187.87
Tulare,206.82
Kern,197.21
San Joaquin,173.25
Colusa,112.67
Madera,154.44
Fresno,151.47
Stanislaus,154.7
Fresno,199.26
San Joaquin,158.85
Other,221.39
Kern,164.81
Other,228.2
Butte,125.26
Kern,69.86
Fresno,160.08
Merced,149.09
Madera,185.03
Fresno,130.82
Fresno,125.14
Colusa,141.8
Colusa,144.17
Other,202.33
Fresno,158.56
Butte,110.55
Butte,130.9
Madera,176.22
Butte,175.79
Merced,163.6
Kern,186.86
Fresno,187.01
Stanislaus,198.45
Stanislaus,49.99
Tulare,182.95
Other,276.09
Stanislaus,122.47
Madera,176.02
San Joaquin,117.72
Fresno,154.71
Stanislaus,148.65
Tulare,174.96
Tulare,163.84
Other,196.52
Butte,105.25
San Joaquin,104.67
Kern,189.11
Fresno,135.17
Other,167.56
Merced,169.99
Other,190.45
Fresno,167.97
Butte,38.99
Colusa,39.66
Other,136.0
Other,196.14
Stanislaus,112.64
Kern,194.4
Kern,144.0
Madera,175.43
Madera,119.49
Stanislaus,194.76
Madera,142.26
Other,189.58
Kern,199.12
Kern,200.25
Merced,46.05
Butte,105.42
Kern,192.6
Stanislaus,138.25
Fresno,133.75
Butte,47.45
Kern,140.29
Tulare,135.0
San Joaquin,162.27
San Joaquin,133.47
Stanislaus,130.79
Stanislaus,151.48
Stanislaus,52.83
Kern,186.52
Tulare,162.86
Colusa,193.4
Colusa,130.13
Stanislaus,178.32
Other,169.91
Kern,155.48
Kern,203.96
Madera,129.59
Colusa,94.16
Kern,192.6
Stanislaus,123.32
San Joaquin,130.41
Kern,160.99
Butte,89.09
San Joaquin,140.76
Tulare,168.16
Kern,73.69
Kern,194.06
Madera,178.5
Merced,83.3
Stanislaus,158.76
Stanislaus,192.21
Merced,106.42
Merced,150.45
Kern,202.39
Fresno,155.62
Merced,201.43
Merced,150.16
San Joaquin,144.81
Kern,152.78
Kern,168.75
San Joaquin,179.64
Kern,193.61
Stanislaus,140.24
Merced,134.87
Tulare,211.57
San Joaquin,176.4
Butte,134.92
Fresno,209.08
Butte,122.44
Other,86.25
Kern,131.29
Madera,150.88
Madera,164.74
Madera,189.39
Fresno,166.86
Kern,238.39
Fresno,126.97
Fresno,73.51
Fresno,161.7
Kern,93.49
Kern,212.85
Fresno,200.98
Merced,181.89
Stanislaus,185.6
Kern,133.54
Merced,138.16
Other,151.84
Fresno,130.0
Kern,230.51
Madera,140.68
Butte,68.57
San Joaquin,41.22
Merced,157.61
Madera,152.46
Merced,113.29
Kern,108.34
Madera,181.07
Tulare,135.76
Stanislaus,113.87
Fresno,144.79
Kern,163.46
Madera,162.95
Kern,229.5
Merced,131.48
Merced,159.93
Other,268.91
Fresno,200.27
Glenn,167.58
Glenn,135.53
Merced,120.55
Fresno,103.28
Stanislaus,173.12
Kern,193.61
Other,209.76
Kern,197.78
San Joaquin,152.1
Butte,142.27
Butte,132.27
Merced,167.47
Glenn,103.23
Kern,194.06
Stanislaus,126.54
Kern,194.18
Kern,211.39
Tulare,126.04
Stanislaus,162.35
Glenn,149.68
Fresno,102.46
Butte,152.62
Other,155.18
Glenn,123.29
Stanislaus,149.03
Stanislaus,121.24
Stanislaus,153.94
Madera,139.39
Stanislaus,159.14
Kern,215.89
Fresno,151.27
San Joaquin,133.02
Madera,164.34
Madera,187.7
Stanislaus,166.13
Fresno,148.03
San Joaquin,165.24
Kern,156.15
Tulare,142.88
Kern,155.93
Fresno,148.53
Merced,154.22
Fresno,174.86
Colusa,144.79
Merced,149.29
Kern,196.09
Stanislaus,173.03
Glenn,142.36
Merced,137.29
Fresno,194.2
Merced,164.86
Stanislaus,172.94
Madera,133.35
Kern,176.62
Fresno,175.87
Kern,144.34
Stanislaus,157.15
Madera,155.33
Other,80.68
Tulare,116.86
Stanislaus,148.36
Stanislaus,125.21
Colusa,149.96
Fresno,181.34
Madera,75.44
Madera,156.72
Kern,166.61
Fresno,166.76
Fresno,186.5
Madera,200.57
Madera,138.3
Tulare,118.8
Other,152.46
Butte,125.51
Other,173.13
Kern,184.05
Kern,153.0
Tulare,148.61
Kern,139.39
Other,60.64
Stanislaus,159.23
Madera,45.34
Kern,170.78
Stanislaus,166.89
Stanislaus,38.75
Madera,135.14
Other,186.0
Madera,149.29
Stanislaus,178.51
Other,227.58
Butte,145.09
Fresno,131.32
Fresno,130.82
Other,250.72
Other,157.9
Colusa,120.13
Other,178.32
Fresno,156.73
Kern,179.21
Madera,46.04
Other,207.03
Kern,203.18
Kern,159.98
Fresno,150.76
Kern,193.73
Merced,180.34
Madera,146.52
Other,79.08
Fresno,180.53
Tulare,197.96
Kern,210.94
Stanislaus,63.88
San Joaquin,106.11
Other,190.7
Stanislaus,100.08
Fresno,175.16
Kern,185.18
Glenn,140.03
Fresno,173.74
Madera,117.12
San Joaquin,133.83
Stanislaus,193.54
Tulare,143.53
Fresno,176.18
Fresno,71.99
Madera,156.32
Madera,102.37
Other,141.32
Other,111.99
Butte,179.04
Fresno,168.99
San Joaquin,156.6
Butte,123.03
Kern,179.78
Madera,185.13
Madera,176.32
Tulare,198.5
Other,240.82
Fresno,170.81
Madera,177.41
Kern,192.71
Glenn,149.6
Butte,148.68
Other,194.66
Stanislaus,150.54
Tulare,181.44
Butte,163.73
Tulare,164.38
Kern,70.76
Other,153.7
Fresno,164.13
Fresno,99.02
Merced,154.99
Fresno,204.83
Other,198.5
Madera,154.44
Merced,149.48
Madera,69.7
Fresno,164.53
San Joaquin,133.74
Madera,147.31
Merced,131.39
Stanislaus,144.77
Madera,141.57
Fresno,112.69
Butte,161.6
Kern,183.6
Fresno,145.29
Merced,188.95
Tulare,191.27
Fresno,155.62
Other,162.61
Kern,143.21
Stanislaus,154.6
Kern,51.98
Tulare,200.88
Merced,46.15
Merced,130.03
Madera,152.06
Fresno,171.42
Madera,154.04
Colusa,134.78
Colusa,133.82
Stanislaus,77.77
Fresno,178.4
Madera,134.34
Merced,144.06
Madera,136.92
Stanislaus,146.19
Other,169.91
Butte,144.15
Stanislaus,177.94
Kern,164.92
Madera,168.5
Fresno,163.52
Fresno,77.46
Kern,186.3
Tulare,165.78
Kern,207.56
Colusa,142.07
Colusa,173.22
Other,130.06
Other,219.53
Kern,196.42
Other,60.88
Fresno,146.31
Butte,109.35
Stanislaus,158.38
Colusa,151.63
Fresno,157.44
Other,200.1
Colusa,150.93
Madera,76.53
Other,193.54
Kern,84.71
Stanislaus,143.36
Other,180.92
Other,230.05
Madera,182.85
Stanislaus,181.25
Fresno,152.79
Merced,171.44
Stanislaus,161.22
Fresno,95.58
Madera,202.36
Merced,124.42
Stanislaus,150.07
Other,104.94
Other,101.97
Butte,152.1
Other,175.23
Glenn,110.56
Kern,204.64
Fresno,106.62
Kern,155.36
Other,237.1
Merced,131.48
Merced,174.15
Butte,138.6
Other,242.06
Kern,192.94
Colusa,166.29
Kern,183.49
Fresno,116.24
Butte,138.34
Other,191.94
Fresno,192.78
Colusa,43.0
Tulare,69.01
Merced,107.3
Fresno,145.29
Glenn,151.68
Fresno,169.29
Merced,182.95
Fresno,222.55
Stanislaus,48.01
Butte,159.54
Madera,111.38
Madera,128.3
Butte,145.78
San Joaquin,130.41
Stanislaus,139.2
Tulare,206.93
Fresno,182.86
Butte,110.98
Butte,92.25
Madera,133.35
Fresno,156.43
Merced,181.12
Other,241.44
Kern,184.73
Butte,170.4
Stanislaus,199.4
Stanislaus,175.68
Stanislaus,134.57
San Joaquin,153.63
Kern,190.01
Fresno,143.07
Kern,216.9
Merced,118.33
Madera,153.55
Madera,91.77
Other,221.02
Other,205.55
Kern,225.34
Fresno,124.64
Stanislaus,151.48
Other,152.96
Fresno,176.98
Merced,173.28
Madera,150.98
Madera,135.33
Kern,178.54
Fresno,133.45
Kern,206.32
Madera,135.83
Merced,96.65
Butte,109.95
Other,190.08
Fresno,208.47
Stanislaus,158.1
Other,249.36
Madera,137.61
Other,213.47
Madera,173.05
Madera,124.64
Fresno,149.85
Butte,105.08
Colusa,147.6
Colusa,43.79
Stanislaus,172.27
Other,168.67
San Joaquin,97.56
Other,224.98
Madera,141.57
Madera,161.77
Glenn,106.73
Other,194.41
Merced,170.67
Other,208.27
Colusa,131.1
Butte,63.95
Kern,241.09
Other,174.98
Madera,182.16
Kern,105.41
Kern,187.88
Fresno,140.54
Stanislaus,131.64
Other,209.88
Kern,147.94
Stanislaus,158.1
Stanislaus,45.17
Colusa,147.33
Fresno,153.19
Kern,84.26
Other,169.54
Other,198.62
Kern,175.05
Kern,199.69
Colusa,123.73
Kern,184.95
Kern,204.86
Merced,135.45
Glenn,136.45
Madera,203.54
Merced,50.89
Madera,166.91
Other,153.82
Other,95.29
Stanislaus,165.28
Kern,104.29
Kern,114.86
Kern,130.61
Other,212.6
Kern,63.34
Stanislaus,144.49
Butte,87.38
San Joaquin,109.26
Fresno,146.2
Fresno,177.19
Fresno,167.57
Other,195.28
Madera,174.14
Fresno,124.54
Merced,78.08
Merced,190.6
Kern,132.41
Kern,118.8
Butte,137.74
Other,189.34
Other,184.51
Kern,166.05
Fresno,196.73
Madera,152.36
Fresno,162.91
Colusa,135.22
Kern,142.99
Other,79.08
Fresno,196.32
Kern,191.81
Other,218.54
Colusa,124.78
Other,158.9
Kern,200.14
San Joaquin,129.42
Other,183.89
Stanislaus,141.47
Glenn,132.78
Merced,140.38
Merced,158.19
Madera,155.83
Other,210.5
Fresno,148.74
Kern,199.91
Butte,62.84
Fresno,162.2
Merced,112.71
Other,247.87
Stanislaus,130.41
Glenn,115.88
Fresno,149.44
Butte,162.62
Kern,174.26
Other,61.75
Madera,128.01
Glenn,119.38
Madera,174.74
Stanislaus,145.06
Merced,145.51
Kern,238.95
Other,237.97
Kern,158.85
Merced,189.44
Merced,206.37
Butte,125.26
Fresno,133.65
Stanislaus,184.37
Colusa,152.42
Fresno,156.84
Tulare,174.85
Stanislaus,156.4
Kern,200.14
Merced,117.65
Merced,129.74
Madera,165.43
Madera,165.73
Fresno,162.71
Other,181.05
Fresno,191.97
Other,149.0
Merced,192.82
Merced,99.46
Butte,141.59
Merced,183.05
Fresno,183.77
Butte,137.4
Butte,153.47
Merced,143.67
Butte,142.02
Kern,74.92
Other,203.69
Fresno,162.61
Stanislaus,101.59
Kern,187.2
Merced,170.67
Butte,161.85
Kern,251.78
Butte,116.71
Kern,85.28
Other,203.57
Fresno,138.41
Kern,166.05
San Joaquin,53.55
Merced,121.32
Merced,181.89
Madera,117.22
Fresno,231.46
Kern,125.32
Colusa,146.02
Kern,173.14
Colusa,65.81
Madera,46.53
Merced,152.96
Butte,123.12
Tulare,171.18
Kern,218.36
Fresno,165.14
Glenn,144.44
Fresno,173.64
Fresno,198.15
Glenn,94.49
Other,226.59
Madera,154.44
Fresno,189.84
Stanislaus,168.87
Kern,127.91
Other,172.88
Kern,84.94
